movieId,title,year,genres,director,cast,overview,poster
72,Kicking and Screaming (1995),1995,Comedy|Drama,Noah Baumbach,Josh Hamilton Olivia D'Abo Chris Eigeman Parker Posey Jason Wiles,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg
73,"Misérables, Les (1995)",1995,Drama|War,Claude Lelouch,Jean-Paul Belmondo Michel Boujenah Alessandra Martines Salomé Lelouch Annie Girardot,"In WWII France, poor and illiterate Henri Fortin is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",https://image.tmdb.org/t/p/w500/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg
74,Bed of Roses (1996),1996,Drama|Romance,Michael Goldenberg,Christian Slater Mary Stuart Masterson Pamela Adlon Josh Brolin Brian Tarantina,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",https://image.tmdb.org/t/p/w500/zCXvHCEm8334d0d646ldDkXnKws.jpg
75,Big Bully (1996),1996,Comedy|Drama,Steve Miner,Rick Moranis Tom Arnold Julianne Phillips Carol Kane Jeffrey Tambor,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",https://image.tmdb.org/t/p/w500/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),1995,Action|Sci-Fi|Thriller,Christian Duguay,Peter Weller Jennifer Rubin Roy Dupuis Andrew Lauer Liliana Komorowska,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",https://image.tmdb.org/t/p/w500/eqgBf791rMZG7ywHfObpXeMpiRf.jpg
77,Nico Icon (1995),1995,Documentary,Susanne Ofteringer,Nico Tina Aumont Christian Aaron Boulogne Jackson Browne Jim Morrison,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",https://image.tmdb.org/t/p/w500/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg
78,"Crossing Guard, The (1995)",1995,Action|Crime|Drama|Thriller,Sean Penn,Jack Nicholson David Morse Anjelica Huston Robin Wright Piper Laurie,"Unable to move on from the loss of his daughter, Freddy, now a shell of the person he was before, swears to kill the man responsible for her death.",https://image.tmdb.org/t/p/w500/1WOfl9LN4gqpjwWZjGSHW8fCgSZ.jpg
79,"Juror, The (1996)",1996,Drama|Thriller,Brian Gibson,Demi Moore Alec Baldwin Joseph Gordon-Levitt Anne Heche James Gandolfini,"Struggling single mother Annie Laird impulsively agrees to serve on a jury, hoping for a little excitement in her humdrum life. But she gets far more than she bargained for when she's forced to sacrifice the truth to save her son from the mob's seductive, psychotic enforcer.",https://image.tmdb.org/t/p/w500/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",1995,Children|Drama,Jafar Panahi,Aida Mohammadkhani Mohsen Kafili Fereshteh Sadr Orafaee Anna Borkowska Mohammad Shahani,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,https://image.tmdb.org/t/p/w500/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,Things to Do in Denver When You're Dead (1995),1995,Crime|Drama|Romance,Gary Fleder,Andy Garcia Christopher Lloyd William Forsythe Bill Nunn Treat Williams,Five different criminals face imminent death after botching a job quite badly.,https://image.tmdb.org/t/p/w500/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg
82,Antonia's Line (Antonia) (1995),1995,Comedy|Drama,Marleen Gorris,Willeke van Ammelrooy Els Dottermans Dora van der Groen Veerle van Overloop Carolien Spoor,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time... When We Were Colored (1995),1996,Drama|Romance,Tim Reid,Al Freeman Jr. Phylicia Rashād Paula Kelly Salli Richardson-Whitfield Anna Maria Horsford,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,https://image.tmdb.org/t/p/w500/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg
85,Angels and Insects (1995),1995,Drama|Romance,Philip Haas,Mark Rylance Kristin Scott Thomas Patsy Kensit Jeremy Kemp Douglas Henshall,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",https://image.tmdb.org/t/p/w500/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),1996,Action|Adventure|Drama,Ridley Scott,Jeff Bridges Caroline Goodall John Savage Scott Wolf Jeremy Sisto,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",https://image.tmdb.org/t/p/w500/5xF4qy44Lvv68glS7eHWH7laTqt.jpg
87,Dunston Checks In (1996),1996,Children|Comedy,Ken Kwapis,Sam the Orangutan Jason Alexander Faye Dunaway Rupert Everett Graham Sack,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",https://image.tmdb.org/t/p/w500/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg
88,Black Sheep (1996),1996,Comedy,Penelope Spheeris,Chris Farley David Spade Tim Matheson Gary Busey Chris Owen,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg
89,Nick of Time (1995),1995,Action|Thriller,John Badham,Johnny Depp Courtney Chase Charles S. Dutton Christopher Walken Roma Maffia,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.,https://image.tmdb.org/t/p/w500/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
92,Mary Reilly (1996),1996,Drama|Horror|Thriller,Stephen Frears,Julia Roberts John Malkovich George Cole Michael Gambon Glenn Close,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",https://image.tmdb.org/t/p/w500/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg
93,Vampire in Brooklyn (1995),1995,Comedy|Horror|Romance,Wes Craven,Angela Bassett Eddie Murphy Allen Payne Kadeem Hardison John Witherspoon,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",https://image.tmdb.org/t/p/w500/fodPA5x3REtOwColG17CucreZqM.jpg
94,Beautiful Girls (1996),1996,Comedy|Drama|Romance,Ted Demme,Timothy Hutton Matt Dillon Noah Emmerich Annabeth Gish Lauren Holly,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",https://image.tmdb.org/t/p/w500/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow (1996),1996,Action|Adventure|Thriller,John Woo,John Travolta Christian Slater Samantha Mathis Delroy Lindo Frank Whaley,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",https://image.tmdb.org/t/p/w500/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg
96,In the Bleak Midwinter (1995),1995,Comedy|Drama,Kenneth Branagh,Michael Maloney Richard Briers Joan Collins Nicholas Farrell Julia Sawalha,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",https://image.tmdb.org/t/p/w500/eUrv3E65orbuPnFikjpjso4TVBN.jpg
97,"Hate (Haine, La) (1995)",1995,Crime|Drama,Mathieu Kassovitz,Vincent Cassel Hubert Koundé Saïd Taghmaoui Abdel Ahmed Ghili Solo,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",https://image.tmdb.org/t/p/w500/8rgPyWjYZhsphSSxbXguMnhN7H0.jpg
99,Heidi Fleiss: Hollywood Madam (1995),1995,Documentary,Nick Broomfield,Nick Broomfield Heidi Fleiss Madam Alex Ivan Nagy Corinne Bohrer,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",https://image.tmdb.org/t/p/w500/laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,City Hall (1996),1996,Drama|Thriller,Harold Becker,Al Pacino John Cusack Bridget Fonda Danny Aiello Martin Landau,"The accidental shooting of a boy in New York City leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",https://image.tmdb.org/t/p/w500/w7EkAl4Oi8Lc6VQKaqRHrOV3CxR.jpg
101,Bottle Rocket (1996),1996,Adventure|Comedy|Crime|Romance,Wes Anderson,Luke Wilson Owen Wilson Robert Musgrave Lumi Cavazos James Caan,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",https://image.tmdb.org/t/p/w500/wOPiNYt9V3Cbr9Izeddwj7nU8RT.jpg
102,Mr. Wrong (1996),1996,Comedy,Nick Castle,Ellen DeGeneres Bill Pullman Joan Cusack Dean Stockwell Joan Plowright,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",https://image.tmdb.org/t/p/w500/csSkKS6rcGjG8jjpwKZPVCD7Kiq.jpg
103,Unforgettable (1996),1996,Mystery|Sci-Fi|Thriller,John Dahl,Ray Liotta Linda Fiorentino Peter Coyote Christopher McDonald David Paymer,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",https://image.tmdb.org/t/p/w500/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg
104,Happy Gilmore (1996),1996,Comedy,Dennis Dugan,Adam Sandler Christopher McDonald Julie Bowen Frances Bay Carl Weathers,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",https://image.tmdb.org/t/p/w500/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,"Bridges of Madison County, The (1995)",1995,Drama|Romance,Clint Eastwood,Meryl Streep Clint Eastwood Annie Corley Victor Slezak Jim Haynie,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,https://image.tmdb.org/t/p/w500/aCBrhOQjhG397GLkEZ49zReQEKX.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),1994,Comedy|Drama,Doris Dörrie,Maria Schrader Pierre Sanoussi-Bliss Michael von Au Elisabeth Trissenaar Joachim Król,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",https://image.tmdb.org/t/p/w500/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg
